title,author,rating,ratings,score,cuntry ,published,image sm,image,link,AuthorLink,genre
If I Should Die Before My Dog—,Joe Connolly, 4.66,103.00,1.357,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356210069i/16186085._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356210069i/16186085._SX150_.jpg,https://goodreads.com/book/show/16186085-if-i-should-die-before-my-dog,https://www.goodreads.com/author/show/5461236.Joe_Connolly,NonFiction
The Dark Side: The Inside Story of How the War on Terror Turned Into a War on American Ideals,Jane Mayer, 4.19,4.18,1.352,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1656074129i/3280003._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1656074129i/3280003._SY175_.jpg,https://goodreads.com/book/show/3280003-the-dark-side,https://www.goodreads.com/author/show/485392.Jane_Mayer,NonFiction
Fear and Loathing in Las Vegas,Hunter S. Thompson, 4.07,325.04,1.35,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394204569i/7745._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394204569i/7745._SY175_.jpg,https://goodreads.com/book/show/7745.Fear_and_Loathing_in_Las_Vegas,https://www.goodreads.com/author/show/5237.Hunter_S_Thompson,NonFiction
Infidel,Ayaan Hirsi Ali, 4.17,88.68,1.335,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388256729i/81227._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388256729i/81227._SY175_.jpg,https://goodreads.com/book/show/81227.Infidel,https://www.goodreads.com/author/show/46245.Ayaan_Hirsi_Ali,NonFiction
Pilgrim at Tinker Creek,Annie Dillard, 4.09,24.88,1.331,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388717988i/12527._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388717988i/12527._SX150_.jpg,https://goodreads.com/book/show/12527.Pilgrim_at_Tinker_Creek,https://www.goodreads.com/author/show/5209.Annie_Dillard,NonFiction
The First World War,John Keegan, 4.03,13.87,1.33,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403194704i/8914._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403194704i/8914._SY175_.jpg,https://goodreads.com/book/show/8914.The_First_World_War,https://www.goodreads.com/author/show/4619485.John_Keegan,NonFiction
In the Wake of the Plague: The Black Death and the World It Made,Norman F. Cantor, 3.44,4.90,1.32,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404131759i/173258._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404131759i/173258._SY175_.jpg,https://goodreads.com/book/show/173258.In_the_Wake_of_the_Plague,https://www.goodreads.com/author/show/26219.Norman_F_Cantor,NonFiction
102 Minutes: The Untold Story of the Fight to Survive Inside the Twin Towers,Jim Dwyer, 4.28,9.73,1.31,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408991899i/177187._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408991899i/177187._SY175_.jpg,https://goodreads.com/book/show/177187.102_Minutes,https://www.goodreads.com/author/show/100027.Jim_Dwyer,NonFiction
"The Happiness Project: Or Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun",Gretchen Rubin, 3.64,161.32,1.303,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1256849491i/6398634._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1256849491i/6398634._SY175_.jpg,https://goodreads.com/book/show/6398634-the-happiness-project,https://www.goodreads.com/author/show/21246.Gretchen_Rubin,NonFiction
The Womanly Art of Breastfeeding,La Leche League International, 4.20,9.21,1.301,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438022258i/191632._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438022258i/191632._SY175_.jpg,https://goodreads.com/book/show/191632.The_Womanly_Art_of_Breastfeeding,https://www.goodreads.com/author/show/2903968.La_Leche_League_International,NonFiction
The Blindspots Between Us: How to Overcome Unconscious Cognitive Bias and Build Better Relationships,Gleb Tsipursky, 3.98,204.00,1.297,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579959317l/51043806._SX50_SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579959317l/51043806._SX150_.jpg,https://goodreads.com/book/show/51043806-the-blindspots-between-us,https://www.goodreads.com/author/show/9864034.Gleb_Tsipursky,NonFiction
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Karen Armstrong, 3.87,47.64,1.291,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924363i/3873._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924363i/3873._SX150_.jpg,https://goodreads.com/book/show/3873.A_History_of_God,https://www.goodreads.com/author/show/2637.Karen_Armstrong,NonFiction
Positive Thoughts Positive Outcomes: Master the Fourteen Principles to Transform Your Life,Shane Senior, 4.02,46.00,1.29,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567750014l/50816371._SX50_SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567750014l/50816371._SX150_.jpg,https://goodreads.com/book/show/50816371-positive-thoughts-positive-outcomes,https://www.goodreads.com/author/show/19518167.Shane_Senior,NonFiction
The New Jim Crow: Mass Incarceration in the Age of Colorblindness,Michelle Alexander, 4.51,97.77,1.289,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328751532i/6792458._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328751532i/6792458._SX150_.jpg,https://goodreads.com/book/show/6792458-the-new-jim-crow,https://www.goodreads.com/author/show/3051490.Michelle_Alexander,NonFiction
The Lost Continent: Travels in Small Town America,Bill Bryson, 3.81,58.18,1.286,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404042682i/26._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404042682i/26._SY175_.jpg,https://goodreads.com/book/show/26.The_Lost_Continent,https://www.goodreads.com/author/show/7.Bill_Bryson,NonFiction
Persepolis: The Story of a Childhood ,Marjane Satrapi, 4.25,185.29,1.276,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425871473i/9516._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425871473i/9516._SX150_.jpg,https://goodreads.com/book/show/9516.Persepolis,https://www.goodreads.com/author/show/6238.Marjane_Satrapi,NonFiction
Will in the World: How Shakespeare Became Shakespeare,Stephen Greenblatt, 3.84,10.28,1.267,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378711252i/137717._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378711252i/137717._SX150_.jpg,https://goodreads.com/book/show/137717.Will_in_the_World,https://www.goodreads.com/author/show/4194881.Stephen_Greenblatt,NonFiction
The Dance of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,Harriet Lerner, 4.09,23.56,1.26,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388261597i/31312._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388261597i/31312._SY175_.jpg,https://goodreads.com/book/show/31312.The_Dance_of_Anger,https://www.goodreads.com/author/show/84497.Harriet_Lerner,NonFiction
Working: People Talk about What They Do All Day and How They Feel about What They Do,Studs Terkel, 4.23,5.12,1.257,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388210645i/59649._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388210645i/59649._SY175_.jpg,https://goodreads.com/book/show/59649.Working,https://www.goodreads.com/author/show/33716.Studs_Terkel,NonFiction
Letter to a Christian Nation,Sam Harris, 4.00,38.58,1.255,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385089375i/51299._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385089375i/51299._SY175_.jpg,https://goodreads.com/book/show/51299.Letter_to_a_Christian_Nation,https://www.goodreads.com/author/show/16593.Sam_Harris,NonFiction
The Feminine Mystique,Betty Friedan, 3.86,26.04,1.253,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377019820i/17573685._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377019820i/17573685._SX150_.jpg,https://goodreads.com/book/show/17573685-the-feminine-mystique,https://www.goodreads.com/author/show/21798.Betty_Friedan,NonFiction
The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg, 4.12,438.00,1.246,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545854312i/12609433._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545854312i/12609433._SY175_.jpg,https://goodreads.com/book/show/12609433-the-power-of-habit,https://www.goodreads.com/author/show/5201530.Charles_Duhigg,NonFiction
Founding Brothers: The Revolutionary Generation,Joseph J. Ellis, 3.94,43.91,1.237,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388791106i/7493._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388791106i/7493._SY175_.jpg,https://goodreads.com/book/show/7493.Founding_Brothers,https://www.goodreads.com/author/show/1483.Joseph_J_Ellis,NonFiction
The Brain that Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science,Norman Doidge, 4.19,34.82,1.237,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440953986i/570172._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440953986i/570172._SY175_.jpg,https://goodreads.com/book/show/570172.The_Brain_that_Changes_Itself,https://www.goodreads.com/author/show/311849.Norman_Doidge,NonFiction
Animals in Translation: Using the Mysteries of Autism to Decode Animal Behavior,Temple Grandin, 4.14,9.08,1.236,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442375726i/7366._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442375726i/7366._SY175_.jpg,https://goodreads.com/book/show/7366.Animals_in_Translation,https://www.goodreads.com/author/show/1567.Temple_Grandin,NonFiction
The Histories,Herodotus, 3.98,47.86,1.229,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399225547i/1362._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399225547i/1362._SY175_.jpg,https://goodreads.com/book/show/1362.The_Histories,https://www.goodreads.com/author/show/901.Herodotus,NonFiction
The Death and Life of Great American Cities,Jane Jacobs, 4.30,14.81,1.226,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1168135326i/30833._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1168135326i/30833._SY175_.jpg,https://goodreads.com/book/show/30833.The_Death_and_Life_of_Great_American_Cities,https://www.goodreads.com/author/show/17285.Jane_Jacobs,NonFiction
How Proust Can Change Your Life,Alain de Botton, 3.76,15.78,1.216,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403181774i/23420._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403181774i/23420._SY175_.jpg,https://goodreads.com/book/show/23420.How_Proust_Can_Change_Your_Life,https://www.goodreads.com/author/show/13199.Alain_de_Botton,NonFiction
The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,Richard Dawkins, 4.14,26.08,1.213,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423600058i/17977._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423600058i/17977._SY175_.jpg,https://goodreads.com/book/show/17977.The_Ancestor_s_Tale,https://www.goodreads.com/author/show/1194.Richard_Dawkins,NonFiction
Sex at Dawn: The Prehistoric Origins of Modern Sexuality,Christopher  Ryan, 3.98,27.58,1.211,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1291105594i/7640261._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1291105594i/7640261._SY175_.jpg,https://goodreads.com/book/show/7640261-sex-at-dawn,https://www.goodreads.com/author/show/4555000.Christopher_Ryan,NonFiction
Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed, 4.03,710.46,1.211,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1453189881i/12262741._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1453189881i/12262741._SY175_.jpg,https://goodreads.com/book/show/12262741-wild,https://www.goodreads.com/author/show/155717.Cheryl_Strayed,NonFiction
Antifragile: Things That Gain from Disorder,Nassim Nicholas Taleb, 4.09,45.08,1.208,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352422827i/13530973._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352422827i/13530973._SY175_.jpg,https://goodreads.com/book/show/13530973-antifragile,https://www.goodreads.com/author/show/21559.Nassim_Nicholas_Taleb,NonFiction
The Coming Plague: Newly Emerging Diseases in a World Out of Balance,Laurie Garrett, 4.20,10.33,1.199,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441778813i/46722._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441778813i/46722._SY175_.jpg,https://goodreads.com/book/show/46722.The_Coming_Plague,https://www.goodreads.com/author/show/12627.Laurie_Garrett,NonFiction
"The Coyote's Bicycle: The Untold Story of 7,000 Bicycles and the Rise of a Borderland Empire",Kimball Taylor, 4.03,256.00,1.189,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452414427i/25690420._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452414427i/25690420._SY175_.jpg,https://goodreads.com/book/show/25690420-the-coyote-s-bicycle,https://www.goodreads.com/author/show/610235.Kimball_Taylor,NonFiction
The Assault on Reason,Al Gore, 3.78,7.24,1.188,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433734110i/104287._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433734110i/104287._SY175_.jpg,https://goodreads.com/book/show/104287.The_Assault_on_Reason,https://www.goodreads.com/author/show/5658.Al_Gore,NonFiction
"An Incomplete Education: 3,684 Things You Should Have Learned But Probably Didn't",Judy Jones, 3.91,2.30,1.179,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1447345275i/126041._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1447345275i/126041._SX150_.jpg,https://goodreads.com/book/show/126041.An_Incomplete_Education,https://www.goodreads.com/author/show/72474.Judy_Jones,NonFiction
Where Men Win Glory: The Odyssey of Pat Tillman,Jon Krakauer, 4.04,35.52,1.174,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439088374i/2936415._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439088374i/2936415._SY175_.jpg,https://goodreads.com/book/show/2936415-where-men-win-glory,https://www.goodreads.com/author/show/1235.Jon_Krakauer,NonFiction
"Ghost Wars: The Secret History of the CIA, Afghanistan, and Bin Laden from the Soviet Invasion to September 10, 2001",Steve Coll, 4.30,15.48,1.163,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924074i/71984._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924074i/71984._SY175_.jpg,https://goodreads.com/book/show/71984.Ghost_Wars,https://www.goodreads.com/author/show/40651.Steve_Coll,NonFiction
The Fatal Shore: The Epic of Australia's Founding,Robert Hughes, 4.08,9.14,1.16,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383192739i/306090._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383192739i/306090._SY175_.jpg,https://goodreads.com/book/show/306090.The_Fatal_Shore,https://www.goodreads.com/author/show/48890.Robert_Hughes,NonFiction
"Ballad of the Whiskey Robber: A True Story of Bank Heists, Ice Hockey, Transylvanian Pelt Smuggling, Moonlighting Detectives, and Broken Hearts",Julian Rubinstein, 4.01,4.75,1.151,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442701053i/28805._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442701053i/28805._SY175_.jpg,https://goodreads.com/book/show/28805.Ballad_of_the_Whiskey_Robber,https://www.goodreads.com/author/show/16149.Julian_Rubinstein,NonFiction
Say Nothing: A True Story of Murder and Memory in Northern Ireland,Patrick Radden Keefe, 4.43,78.44,1.139,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1537315266i/40163119._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1537315266i/40163119._SY175_.jpg,https://goodreads.com/book/show/40163119-say-nothing,https://www.goodreads.com/author/show/197852.Patrick_Radden_Keefe,NonFiction
Death's Acre: Inside the Legendary Forensic Lab the Body Farm Where the Dead Do Tell Tales,William M. Bass, 4.21,11.63,1.137,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309204605i/15251._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309204605i/15251._SX150_.jpg,https://goodreads.com/book/show/15251.Death_s_Acre,https://www.goodreads.com/author/show/9511.William_M_Bass,NonFiction
"Father Forgive Us, for We Know Not What We Do",Helmut Glavar, 4.13,85.00,1.132,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1597022791i/54861271._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1597022791i/54861271._SY175_.jpg,https://goodreads.com/book/show/54861271-father-forgive-us-for-we-know-not-what-we-do,https://www.goodreads.com/author/show/20579015.Helmut_Glavar,NonFiction
Manhunt: The 12-Day Chase for Lincoln's Killer,James L. Swanson, 4.14,29.66,1.125,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344193262i/146274._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344193262i/146274._SY175_.jpg,https://goodreads.com/book/show/146274.Manhunt,https://www.goodreads.com/author/show/61714.James_L_Swanson,NonFiction
"Eat, Pray, Love: One Woman's Search for Everything Across Italy, India and Indonesia",Elizabeth Gilbert, 3.60,"1,626,484",1.12,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503066414i/19501._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503066414i/19501._SY175_.jpg,https://goodreads.com/book/show/19501.Eat_Pray_Love,https://www.goodreads.com/author/show/11679.Elizabeth_Gilbert,NonFiction
Economics in One Lesson: The Shortest &amp; Surest Way to Understand Basic Economics,Henry Hazlitt, 4.17,17.88,1.117,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565397589i/3028._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565397589i/3028._SX150_.jpg,https://goodreads.com/book/show/3028.Economics_in_One_Lesson,https://www.goodreads.com/author/show/2062.Henry_Hazlitt,NonFiction
Missoula: Rape and the Justice System in a College Town,Jon Krakauer, 4.09,49.58,1.113,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1491227618i/24911006._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1491227618i/24911006._SY175_.jpg,https://goodreads.com/book/show/24911006-missoula,https://www.goodreads.com/author/show/1235.Jon_Krakauer,NonFiction
Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,Marcus Luttrell, 4.32,85.97,1.109,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344265535i/711901._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344265535i/711901._SY175_.jpg,https://goodreads.com/book/show/711901.Lone_Survivor,https://www.goodreads.com/author/show/379290.Marcus_Luttrell,NonFiction
"Understanding China: Learning from China's Past, Present, and Future",Stefan Piech, 4.17,36.00,1.1,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1602881433i/55692678._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1602881433i/55692678._SY175_.jpg,https://goodreads.com/book/show/55692678-understanding-china,https://www.goodreads.com/author/show/18797335.Stefan_Piech,NonFiction
Star Struck: Interviews with Dirty Harry and other Hollywood Icons,Betty Dravis, 4.71,28.00,1.091,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337749376i/13051952._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337749376i/13051952._SX150_.jpg,https://goodreads.com/book/show/13051952-star-struck,https://www.goodreads.com/author/show/344855.Betty_Dravis,NonFiction
The Ecological Rift,John Bellamy Foster, 4.07,294.00,1.091,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341306071i/7351218._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341306071i/7351218._SY175_.jpg,https://goodreads.com/book/show/7351218-the-ecological-rift,https://www.goodreads.com/author/show/107140.John_Bellamy_Foster,NonFiction
How We Decide,Jonah Lehrer, 3.83,40.03,1.075,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382946716i/3860977._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382946716i/3860977._SY175_.jpg,https://goodreads.com/book/show/3860977-how-we-decide,https://www.goodreads.com/author/show/428923.Jonah_Lehrer,NonFiction
Thunderstruck,Erik Larson, 3.75,45.49,1.064,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435981040i/40067._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435981040i/40067._SY175_.jpg,https://goodreads.com/book/show/40067.Thunderstruck,https://www.goodreads.com/author/show/5869.Erik_Larson,NonFiction
From Beirut to Jerusalem,Thomas L. Friedman, 4.13,11.07,1.063,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328295618i/3559._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328295618i/3559._SY175_.jpg,https://goodreads.com/book/show/3559.From_Beirut_to_Jerusalem,https://www.goodreads.com/author/show/16759765.Thomas_L_Friedman,NonFiction
We Should All Be Feminists,Chimamanda Ngozi Adichie, 4.42,245.65,1.063,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430821222i/22738563._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430821222i/22738563._SX150_.jpg,https://goodreads.com/book/show/22738563-we-should-all-be-feminists,https://www.goodreads.com/author/show/19992417.Chimamanda_Ngozi_Adichie,NonFiction
Your Money or Your Life,Vicki Robin, 4.01,23.72,1.059,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388257379i/78428._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388257379i/78428._SY175_.jpg,https://goodreads.com/book/show/78428.Your_Money_or_Your_Life,https://www.goodreads.com/author/show/44527.Vicki_Robin,NonFiction
The Diversity of Life,Edward O. Wilson, 4.21,5.91,1.059,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349016043i/503051._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349016043i/503051._SY175_.jpg,https://goodreads.com/book/show/503051.The_Diversity_of_Life,https://www.goodreads.com/author/show/31624.Edward_O_Wilson,NonFiction
The Grand Design,Stephen Hawking, 4.05,69.90,1.056,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320558363i/8520362._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320558363i/8520362._SY175_.jpg,https://goodreads.com/book/show/8520362-the-grand-design,https://www.goodreads.com/author/show/1401.Stephen_Hawking,NonFiction
The Teenage Liberation Handbook: How to Quit School and Get a Real Life and Education,Grace Llewellyn, 4.23,1.31,1.054,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387664917i/305758._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387664917i/305758._SY175_.jpg,https://goodreads.com/book/show/305758.The_Teenage_Liberation_Handbook,https://www.goodreads.com/author/show/176131.Grace_Llewellyn,NonFiction
Stumbling on Happiness,Daniel Todd Gilbert, 3.82,58.49,1.049,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327947323i/56627._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327947323i/56627._SY175_.jpg,https://goodreads.com/book/show/56627.Stumbling_on_Happiness,https://www.goodreads.com/author/show/32049.Daniel_Todd_Gilbert,NonFiction
Common Sense,Thomas Paine, 3.99,33.46,1.046,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309209451i/161744._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309209451i/161744._SY175_.jpg,https://goodreads.com/book/show/161744.Common_Sense,https://www.goodreads.com/author/show/57639.Thomas_Paine,NonFiction
Women Who Run With the Wolves: Myths and Stories of the Wild Woman Archetype,Clarissa Pinkola Estés, 4.11,62.16,1.042,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631239978i/241823._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631239978i/241823._SY175_.jpg,https://goodreads.com/book/show/241823.Women_Who_Run_With_the_Wolves,https://www.goodreads.com/author/show/901977.Clarissa_Pinkola_Est_s,NonFiction
The Closing of the American Mind,Allan Bloom, 3.76,5.25,1.037,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1291063942i/75812._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1291063942i/75812._SY175_.jpg,https://goodreads.com/book/show/75812.The_Closing_of_the_American_Mind,https://www.goodreads.com/author/show/43127.Allan_Bloom,NonFiction
The Long Walk: The True Story of a Trek to Freedom,Slavomir Rawicz, 4.23,18.22,1.02,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417980460i/9013._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417980460i/9013._SX150_.jpg,https://goodreads.com/book/show/9013.The_Long_Walk,https://www.goodreads.com/author/show/5857.Slavomir_Rawicz,NonFiction
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Allie Brosh, 4.15,197.55,1.008,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409522492i/17571564._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409522492i/17571564._SY175_.jpg,https://goodreads.com/book/show/17571564-hyperbole-and-a-half,https://www.goodreads.com/author/show/6984726.Allie_Brosh,NonFiction
The Discoverers: A History of Man's Search to Know His World and Himself,Daniel J. Boorstin, 4.12,11.35,1.006,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1321817832i/714380._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1321817832i/714380._SY175_.jpg,https://goodreads.com/book/show/714380.The_Discoverers,https://www.goodreads.com/author/show/10378.Daniel_J_Boorstin,NonFiction
