title,author,rating,ratings,score,cuntry ,published,image sm,image,link,AuthorLink,genre
Лісова пісня,Lesia Ukrainka, 4.33,1.38,2.026,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313151016i/12361871._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313151016i/12361871._SX150_.jpg,https://goodreads.com/book/show/12361871,https://www.goodreads.com/author/show/5128588.Lesia_Ukrainka,ua
Тореадори з Васюківки,Vsevolod Nestayko, 4.65,1.39,1.875,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465560671i/20486642._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465560671i/20486642._SY175_.jpg,https://goodreads.com/book/show/20486642,https://www.goodreads.com/author/show/5156729.Vsevolod_Nestayko,ua
Солодка Даруся,Maria Matios, 4.29,1.20,1.718,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1235417059i/6285178._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1235417059i/6285178._SY175_.jpg,https://goodreads.com/book/show/6285178,https://www.goodreads.com/author/show/2992859.Maria_Matios,ua
Кобзар,Taras Shevchenko, 4.39,831.00,1.48,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347470954i/8732968._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347470954i/8732968._SX150_.jpg,https://goodreads.com/book/show/8732968,https://www.goodreads.com/author/show/135390.Taras_Shevchenko,ua
Тіні забутих предків та інші твори,Mykhailo Kotsiubynsky, 4.21,843.00,1.415,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1658994603i/16051373._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1658994603i/16051373._SX150_.jpg,https://goodreads.com/book/show/16051373,https://www.goodreads.com/author/show/2783636.Mykhailo_Kotsiubynsky,ua
Енеїда,Ivan Kotliarevsky, 4.02,841.00,1.24,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1619422537i/16394330._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1619422537i/16394330._SY175_.jpg,https://goodreads.com/book/show/16394330,https://www.goodreads.com/author/show/7825736.Ivan_Kotliarevsky,ua
"Хіба ревуть воли, як ясла повні?",Панас Мирний, 3.85,914.00,1.207,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335310866i/13615962._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335310866i/13615962._SY175_.jpg,https://goodreads.com/book/show/13615962,https://www.goodreads.com/author/show/16358076._,ua
Марія,Улас Самчук, 4.38,435.00,1.16,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338876183i/14838531._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338876183i/14838531._SX150_.jpg,https://goodreads.com/book/show/14838531,https://www.goodreads.com/author/show/5159980._,ua
Сад Гетсиманський,Ivan Bahrianyi, 4.76,531.00,1.071,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353171438i/7251345._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353171438i/7251345._SY175_.jpg,https://goodreads.com/book/show/7251345,https://www.goodreads.com/author/show/14109101.Ivan_Bahrianyi,ua
Death and the Penguin,Andrey Kurkov, 3.82,11.86,1.07,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331042499i/152893._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331042499i/152893._SY175_.jpg,https://goodreads.com/book/show/152893.Death_and_the_Penguin,https://www.goodreads.com/author/show/88420.Andrey_Kurkov,ua
Perverzion,Yuri Andrukhovych, 3.90,330.00,1.065,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328855053i/1459192._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328855053i/1459192._SY175_.jpg,https://goodreads.com/book/show/1459192.Perverzion,https://www.goodreads.com/author/show/14394141.Yuri_Andrukhovych,ua
Земля,Ольга Кобилянська, 3.94,417.00,1.014,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330295635i/13501712._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330295635i/13501712._SY175_.jpg,https://goodreads.com/book/show/13501712,https://www.goodreads.com/author/show/21241391._,ua
Depeche Mode,Serhiy Zhadan, 3.96,1.30,930,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1563784526i/8937840._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1563784526i/8937840._SY175_.jpg,https://goodreads.com/book/show/8937840-depeche-mode,https://www.goodreads.com/author/show/9805044.Serhiy_Zhadan,ua
Жовтий князь,Василь Барка, 4.39,394.00,853,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348937684i/14624027._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348937684i/14624027._SY175_.jpg,https://goodreads.com/book/show/14624027,https://www.goodreads.com/author/show/6093925._,ua
Ворошиловград,Сергій Жадан, 4.01,1.76,793,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313220160i/12365588._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313220160i/12365588._SX150_.jpg,https://goodreads.com/book/show/12365588,https://www.goodreads.com/author/show/20907321._,ua
A Short History of Tractors in Ukrainian,Marina Lewycka, 3.42,30.55,772,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309284995i/118726._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309284995i/118726._SY175_.jpg,https://goodreads.com/book/show/118726.A_Short_History_of_Tractors_in_Ukrainian,https://www.goodreads.com/author/show/41814.Marina_Lewycka,ua
Танґо смерті,Yuri Vynnychuk, 4.38,715.00,765,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351518927i/16116757._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351518927i/16116757._SX150_.jpg,https://goodreads.com/book/show/16116757,https://www.goodreads.com/author/show/4454935.Yuri_Vynnychuk,ua
Selected Poetry/Вибрані поезії,Taras Shevchenko, 4.12,224.00,763,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1615927076i/231386._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1615927076i/231386._SY175_.jpg,https://goodreads.com/book/show/231386.Selected_Poetry_,https://www.goodreads.com/author/show/135390.Taras_Shevchenko,ua
Anarchy in the UKR,Serhiy Zhadan, 3.69,592.00,754,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438824129i/2985453._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438824129i/2985453._SY175_.jpg,https://goodreads.com/book/show/2985453-anarchy-in-the-ukr,https://www.goodreads.com/author/show/9805044.Serhiy_Zhadan,ua
Лис Микита,Іван Франко, 4.37,219.00,708,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334355912i/2814074._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334355912i/2814074._SX150_.jpg,https://goodreads.com/book/show/2814074,https://www.goodreads.com/author/show/11097570._,ua
Воццек,Yuri Izdryk, 3.56,126.00,657,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367690496i/4556774._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367690496i/4556774._SX150_.jpg,https://goodreads.com/book/show/4556774,https://www.goodreads.com/author/show/5188382.Yuri_Izdryk,ua
Notre Dame d’Ukraine: Українка в конфлікті міфологій,Oksana Zabuzhko, 4.61,104.00,656,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305058545i/11339504._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1305058545i/11339504._SX150_.jpg,https://goodreads.com/book/show/11339504-notre-dame-d-ukraine,https://www.goodreads.com/author/show/135444.Oksana_Zabuzhko,ua
Культ,Lyubko Deresh, 3.63,908.00,654,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541884738i/5390449._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541884738i/5390449._SY175_.jpg,https://goodreads.com/book/show/5390449,https://www.goodreads.com/author/show/14159666.Lyubko_Deresh,ua
Фелікс Австрія,Sofia Andrukhovych, 4.12,1.80,646,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430687720i/23152026._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430687720i/23152026._SY175_.jpg,https://goodreads.com/book/show/23152026,https://www.goodreads.com/author/show/4425923.Sofia_Andrukhovych,ua
Rekreacje,Yuri Andrukhovych, 3.87,508.00,643,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1303037744i/11132887._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1303037744i/11132887._SY175_.jpg,https://goodreads.com/book/show/11132887-rekreacje,https://www.goodreads.com/author/show/14394141.Yuri_Andrukhovych,ua
Dwanaście kręgów,Yuri Andrukhovych, 3.75,431.00,643,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1323071782i/12101378._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1323071782i/12101378._SY175_.jpg,https://goodreads.com/book/show/12101378-dwana-cie-kr-g-w,https://www.goodreads.com/author/show/14394141.Yuri_Andrukhovych,ua
"FM ""Галичина""",Taras Prokhasko, 4.37,251.00,635,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297757831i/10470199._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297757831i/10470199._SX150_.jpg,https://goodreads.com/book/show/10470199-fm,https://www.goodreads.com/author/show/4632942.Taras_Prokhasko,ua
Village Evenings Near Dikanka and Mirgorod,Nikolai Gogol, 4.20,9.75,621,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371328997i/195680._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371328997i/195680._SY175_.jpg,https://goodreads.com/book/show/195680.Village_Evenings_Near_Dikanka_and_Mirgorod,https://www.goodreads.com/author/show/232932.Nikolai_Gogol,ua
Захар Беркут,Ivan Franko, 4.05,782.00,615,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1616004325i/6636608._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1616004325i/6636608._SY175_.jpg,https://goodreads.com/book/show/6636608,https://www.goodreads.com/author/show/21289491.Ivan_Franko,ua
The UnSimple,Taras Prokhasko, 4.12,561.00,596,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463407658i/12890430._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463407658i/12890430._SX150_.jpg,https://goodreads.com/book/show/12890430-the-unsimple,https://www.goodreads.com/author/show/4632942.Taras_Prokhasko,ua
The Master and Margarita,Mikhail Bulgakov, 4.30,294.31,576,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327867963i/117833._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327867963i/117833._SY175_.jpg,https://goodreads.com/book/show/117833.The_Master_and_Margarita,https://www.goodreads.com/author/show/3873.Mikhail_Bulgakov,ua
П’ятикнижжя,Грицько Чубай, 4.75,169.00,573,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385318590i/18933061._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385318590i/18933061._SX150_.jpg,https://goodreads.com/book/show/18933061,https://www.goodreads.com/author/show/7425225._,ua
Dead Souls,Nikolai Gogol, 3.98,75.71,559,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386923123i/209268._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386923123i/209268._SY175_.jpg,https://goodreads.com/book/show/209268.Dead_Souls,https://www.goodreads.com/author/show/232932.Nikolai_Gogol,ua
Червоний,Andriy Kokotukha, 4.24,266.00,558,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351519232i/16116765._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351519232i/16116765._SY175_.jpg,https://goodreads.com/book/show/16116765,https://www.goodreads.com/author/show/16127899.Andriy_Kokotukha,ua
Сонячні кларнети,Pavlo Tychyna, 4.05,83.00,551,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443217072i/13436159._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443217072i/13436159._SX150_.jpg,https://goodreads.com/book/show/13436159,https://www.goodreads.com/author/show/6407573.Pavlo_Tychyna,ua
Місто,Valerian Pidmohylny, 4.23,1.36,490,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407990253i/17228896._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407990253i/17228896._SY175_.jpg,https://goodreads.com/book/show/17228896,https://www.goodreads.com/author/show/6877491.Valerian_Pidmohylny,ua
Зачарована Десна,Олександр Довженко, 4.20,666.00,460,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412693429i/17735990._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412693429i/17735990._SY175_.jpg,https://goodreads.com/book/show/17735990,https://www.goodreads.com/author/show/7035681._,ua
Перехресні стежки. Лірика,Іван Франко, 4.39,359.00,458,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340804571i/15724749._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1340804571i/15724749._SY175_.jpg,https://goodreads.com/book/show/15724749,https://www.goodreads.com/author/show/11097570._,ua
За двома зайцями,Михайло Старицький, 4.22,86.00,450,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429564939i/18401813._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429564939i/18401813._SX150_.jpg,https://goodreads.com/book/show/18401813,https://www.goodreads.com/author/show/8283932._,ua
Intermezzo,Mykhailo Kotsiubynsky, 4.31,660.00,403,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389733566i/18105592._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389733566i/18105592._SX150_.jpg,https://goodreads.com/book/show/18105592-intermezzo,https://www.goodreads.com/author/show/2783636.Mykhailo_Kotsiubynsky,ua
БотакЄ,Taras Prokhasko, 4.56,103.00,396,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1569237168i/10470232._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1569237168i/10470232._SY175_.jpg,https://goodreads.com/book/show/10470232,https://www.goodreads.com/author/show/4632942.Taras_Prokhasko,ua
Мати все,Liuko Dashvar, 3.83,538.00,389,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541883748i/11239372._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1541883748i/11239372._SY175_.jpg,https://goodreads.com/book/show/11239372,https://www.goodreads.com/author/show/5315530.Liuko_Dashvar,ua
Fieldwork in Ukrainian Sex,Oksana Zabuzhko, 3.59,1.27,388,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347239604i/9274846._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347239604i/9274846._SY175_.jpg,https://goodreads.com/book/show/9274846-fieldwork-in-ukrainian-sex,https://www.goodreads.com/author/show/135444.Oksana_Zabuzhko,ua
The Silence of Trees,Valya Dudycz Lupescu, 3.96,2.91,384,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327940278i/9517563._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327940278i/9517563._SX150_.jpg,https://goodreads.com/book/show/9517563-the-silence-of-trees,https://www.goodreads.com/author/show/2424249.Valya_Dudycz_Lupescu,ua
The Moscoviad,Yuri Andrukhovych, 3.85,960.00,383,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328040979i/6256569._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328040979i/6256569._SY175_.jpg,https://goodreads.com/book/show/6256569-the-moscoviad,https://www.goodreads.com/author/show/14394141.Yuri_Andrukhovych,ua
Холодний яр,Юрій Горліс-Горський, 4.77,244.00,380,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347424101i/13632718._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347424101i/13632718._SX150_.jpg,https://goodreads.com/book/show/13632718,https://www.goodreads.com/author/show/5828792._,ua
Століття Якова,Володимир Лис, 4.38,918.00,380,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331672412i/13540630._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331672412i/13540630._SX150_.jpg,https://goodreads.com/book/show/13540630,https://www.goodreads.com/author/show/5774298._,ua
Let My People Go: 15 текстів про українську революцію.,Oksana Zabuzhko, 4.10,50.00,377,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414055672i/2853933._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414055672i/2853933._SX150_.jpg,https://goodreads.com/book/show/2853933-let-my-people-go,https://www.goodreads.com/author/show/135444.Oksana_Zabuzhko,ua
Penguin Lost,Andrey Kurkov, 3.80,1.78,367,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331042565i/186501._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331042565i/186501._SY175_.jpg,https://goodreads.com/book/show/186501.Penguin_Lost,https://www.goodreads.com/author/show/88420.Andrey_Kurkov,ua
Вибране,Lina Kostenko, 4.64,74.00,363,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1306701834i/4435123._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1306701834i/4435123._SY175_.jpg,https://goodreads.com/book/show/4435123,https://www.goodreads.com/author/show/5025003.Lina_Kostenko,ua
The Essential Poetry Of Bohdan Ihor Antonych: Ecstasies And Elegies,Bohdan-Ihor Antonych, 4.36,28.00,362,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297096610i/8662610._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297096610i/8662610._SY175_.jpg,https://goodreads.com/book/show/8662610-the-essential-poetry-of-bohdan-ihor-antonych,https://www.goodreads.com/author/show/585673.Bohdan_Ihor_Antonych,ua
Fata Morgana,Mykhailo Kotsiubynsky, 3.91,128.00,350,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399304588i/22041836._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399304588i/22041836._SY175_.jpg,https://goodreads.com/book/show/22041836-fata-morgana,https://www.goodreads.com/author/show/2783636.Mykhailo_Kotsiubynsky,ua
Чорна рада,Panteleimon Kulish, 3.80,721.00,342,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327861750i/7177082._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327861750i/7177082._SY175_.jpg,https://goodreads.com/book/show/7177082,https://www.goodreads.com/author/show/5593880.Panteleimon_Kulish,ua
Кайдашева сім’я,Іван Нечуй-Левицький, 4.24,1.38,341,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266867980i/7770454._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266867980i/7770454._SX150_.jpg,https://goodreads.com/book/show/7770454,https://www.goodreads.com/author/show/8218106._,ua
Поза межами болю,Осип Турянський, 4.37,158.00,290,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421494465i/24543966._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421494465i/24543966._SY175_.jpg,https://goodreads.com/book/show/24543966,https://www.goodreads.com/author/show/12813643._,ua
Подорож ученого доктора Леонардо і його майбутньої коханки прекрасної Альчести,Майк Йогансен, 4.25,133.00,287,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437835499i/17280561._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437835499i/17280561._SX150_.jpg,https://goodreads.com/book/show/17280561,https://www.goodreads.com/author/show/6449198._,ua
Лексикон таємних знань,Taras Prokhasko, 4.27,123.00,283,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297758544i/10470263._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297758544i/10470263._SX150_.jpg,https://goodreads.com/book/show/10470263,https://www.goodreads.com/author/show/4632942.Taras_Prokhasko,ua
Інтернат,Сергій Жадан, 4.41,2.58,281,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499684766i/35590125._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499684766i/35590125._SX150_.jpg,https://goodreads.com/book/show/35590125,https://www.goodreads.com/author/show/20907321._,ua
Venus in Furs,Leopold von Sacher-Masoch, 3.64,12.25,278,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1542732039i/427354._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1542732039i/427354._SY175_.jpg,https://goodreads.com/book/show/427354.Venus_in_Furs,https://www.goodreads.com/author/show/77556.Leopold_von_Sacher_Masoch,ua
Diary of a Madman,Nikolai Gogol, 3.85,4.55,268,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420515531i/23614241._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420515531i/23614241._SX150_.jpg,https://goodreads.com/book/show/23614241-diary-of-a-madman,https://www.goodreads.com/author/show/232932.Nikolai_Gogol,ua
Я (Романтика). Вибрані твори,Mykola Khvylovy, 4.18,422.00,268,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362421921i/16050193._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362421921i/16050193._SY175_.jpg,https://goodreads.com/book/show/16050193,https://www.goodreads.com/author/show/16706199.Mykola_Khvylovy,ua
Дефіляда в Москві,Василь Кожелянко, 4.02,112.00,265,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368265484i/17907826._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368265484i/17907826._SY175_.jpg,https://goodreads.com/book/show/17907826,https://www.goodreads.com/author/show/6427959._,ua
Hymne der Demokratischen Jugend,Serhiy Zhadan, 3.88,242.00,263,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297153390i/7187996._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297153390i/7187996._SY175_.jpg,https://goodreads.com/book/show/7187996-hymne-der-demokratischen-jugend,https://www.goodreads.com/author/show/9805044.Serhiy_Zhadan,ua
Записки Кирпатого Мефістофеля,Volodymyr Vynnychenko, 4.37,187.00,263,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349292740i/16065420._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349292740i/16065420._SY175_.jpg,https://goodreads.com/book/show/16065420,https://www.goodreads.com/author/show/4803227.Volodymyr_Vynnychenko,ua
The Selected Poems,Oleh Lysheha, 4.33,12.00,262,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1190148543i/1907520._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1190148543i/1907520._SY175_.jpg,https://goodreads.com/book/show/1907520.The_Selected_Poems,https://www.goodreads.com/author/show/868425.Oleh_Lysheha,ua
The Viy,Nikolai Gogol, 4.00,4.03,260,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434077108i/23824710._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434077108i/23824710._SY175_.jpg,https://goodreads.com/book/show/23824710-the-viy,https://www.goodreads.com/author/show/232932.Nikolai_Gogol,ua
Плач Єремії,Грицько Чубай, 4.76,37.00,241,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397318612i/21899062._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397318612i/21899062._SY175_.jpg,https://goodreads.com/book/show/21899062,https://www.goodreads.com/author/show/7425225._,ua
Taras Bulba,Nikolai Gogol, 3.72,10.94,231,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1171522625i/104696._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1171522625i/104696._SY175_.jpg,https://goodreads.com/book/show/104696.Taras_Bulba,https://www.goodreads.com/author/show/232932.Nikolai_Gogol,ua
Подарунок на іменини,Mykhailo Kotsiubynsky, 4.28,32.00,213,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443462383i/26830764._SY75_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443462383i/26830764._SY175_.jpg,https://goodreads.com/book/show/26830764,https://www.goodreads.com/author/show/2783636.Mykhailo_Kotsiubynsky,ua
Привітання життя,Bohdan-Ihor Antonych, 4.59,27.00,208,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1492173442i/13583365._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1492173442i/13583365._SX150_.jpg,https://goodreads.com/book/show/13583365,https://www.goodreads.com/author/show/585673.Bohdan_Ihor_Antonych,ua
Без ґрунту,В. Домонтович, 4.29,65.00,207,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1501145720i/17256053._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1501145720i/17256053._SX150_.jpg,https://goodreads.com/book/show/17256053,https://www.goodreads.com/author/show/6895169._,ua
Служитель,Андрій Гулкевич, 4.00,19.00,200,ukr,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578782227i/42081993._SX50_.jpg,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1578782227i/42081993._SX150_.jpg,https://goodreads.com/book/show/42081993,https://www.goodreads.com/author/show/17297332._,ua
